feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
2.790215257703392293e-01,6.078965097165391906e-01,1.866091231563581088e-01,-4.464336145505282682e-01,1.940899928983075839e-01,2.967193027243918424e-01,8.769006842711334349e-01,-3.691304380140178476e-02,-3.291504723761517481e-01,2.220650242538841357e-01,1.000000000000000000e+00
1.073631749859772055e+00,-1.026515299411060234e+00,1.329696741468759935e-01,-7.001208149391732194e-01,1.195046628924842480e+00,1.066991578416785380e+00,-8.334317411300218303e-01,1.149819339817570868e-01,-5.493171825446973022e-01,9.218014291805941562e-01,1.000000000000000000e+00
-1.523186904783774720e+00,-5.589218472715883346e-01,3.772118750645208629e-01,1.565524029234340420e+00,-6.575026107298780065e-02,-1.609559277890676210e+00,-5.968974370212813962e-01,4.391410822540678938e-01,9.871667909976411526e-01,-6.582268764879165013e-02,0.000000000000000000e+00
-5.551995266931982753e-01,1.881157069440589913e+00,-1.448013900416244004e+00,-2.198805956620081936e+00,4.400144500533323955e-01,-5.179475091608510828e-01,1.588285970449094586e+00,-1.571471675341117091e+00,-1.647563053925828580e+00,1.016628020214682682e-02,0.000000000000000000e+00
-5.020542243526111559e-01,-1.021232817130713233e+00,7.083564472993533201e-01,2.438007137711988292e-01,-5.640786307367283703e-01,-3.588816206938763020e-01,-5.835620961039111876e-01,9.910114193055233889e-01,3.214838338233291237e-01,-3.729233013872881863e-01,0.000000000000000000e+00
-1.280304398670894406e+00,8.724573282801446616e-01,6.502011779586609475e-01,-9.917586377938290843e-02,1.846636996047665846e+00,-1.207838739858862809e+00,6.933557514070225469e-01,4.635305653909536638e-01,5.712706538842546311e-02,1.459468937299799096e+00,1.000000000000000000e+00
-1.070084766326152570e+00,-1.525525170924738827e+00,-6.919080698812444252e-01,-4.558601635549780484e-02,2.433394493226918309e-01,-5.098338867074622138e-01,-9.647051031519162656e-01,-9.585344386402301353e-01,1.528465876302790294e-01,5.167301555547275660e-01,0.000000000000000000e+00
-2.412360578563298719e-01,3.520553965142967923e-01,-1.251539424190444283e+00,1.443764604073259683e+00,-8.215117839256882992e-02,-3.200708223308112998e-01,4.982443049148111425e-01,-9.696127596369982227e-01,1.275822012242932235e+00,-2.536339761648466196e-01,1.000000000000000000e+00
1.117295831588127841e+00,3.427253463777041320e-01,4.567532191537839181e-01,5.697672802322036878e-01,4.477085600173147939e-01,8.855781278690457725e-01,5.890403962175164154e-02,3.720912689176573696e-01,3.738079418779808316e-01,-3.492217686050902437e-03,1.000000000000000000e+00
6.427227598675439024e-01,1.329152530132431398e+00,1.965211697014701275e-01,7.090037575885123067e-01,-8.973569428722671937e-02,6.253826272624932736e-01,9.285640029740498402e-01,1.408380598466775213e-01,5.530356364875917974e-01,5.182514335622695478e-02,1.000000000000000000e+00
1.440117215449472798e+00,-6.763923020592697011e-01,1.800940432910815625e+00,-4.015795064434340977e-02,-1.430775102118048148e+00,1.033836814599199405e+00,-3.496064089914623918e-01,1.638990568913985868e+00,-1.390138706479936148e-02,-1.075314678031838556e+00,1.000000000000000000e+00
1.281044149107892771e-01,-6.810516574748808338e-01,8.406435489887242873e-01,-6.526239793023911329e-01,-4.461834332147797122e-01,-2.668310776322519451e-01,-1.087363838741992161e+00,8.220038334763904997e-01,-5.005592936205892629e-01,-5.586333506780529756e-01,0.000000000000000000e+00
-1.889540730945530989e+00,-4.523063192490767159e-01,-2.423879326628956665e+00,-1.583902823485723310e+00,7.604146561442973740e-01,-1.597363490139731557e+00,-3.917361940322591218e-01,-1.879528223098396511e+00,-1.067478727594232790e+00,3.023819339146197605e-01,0.000000000000000000e+00
7.858001586508321923e-01,4.254575617849647440e-01,-9.669761431292129839e-01,-4.771135614197985486e-02,-3.602539090568403126e-03,8.345282381060739052e-01,5.419980910303751065e-02,-6.835497877140408463e-01,9.056466569091423113e-02,3.045973148644031681e-01,1.000000000000000000e+00
-1.158364689192542318e+00,1.503398301767150613e+00,8.773622905756713886e-01,-2.209641738296639346e-01,2.688583899453077936e-02,-9.940707767110615878e-01,1.107407881127015603e+00,6.810181425729198157e-01,2.386973488502593943e-01,3.043307493169808975e-01,1.000000000000000000e+00
2.083828079475524842e-01,-2.041734868424290639e+00,-2.471773825205969277e-01,-6.819842479977985539e-01,-1.001620009894915508e+00,-2.580613933753694855e-03,-1.693151912545273419e+00,1.573562638315320061e-01,-1.042936024213045321e-01,-1.298787359657158191e+00,0.000000000000000000e+00
-2.811002928859548944e-01,1.797686526849522570e+00,6.408428612670098445e-01,-5.711789897827967977e-01,5.725827813561585877e-01,-3.974579240821962678e-02,1.366500345898116642e+00,2.168350853420546454e-01,-4.410132753034524677e-01,3.664216192336267053e-01,1.000000000000000000e+00
1.399355436586002144e+00,9.246336829127688173e-01,5.963036992017412691e-02,-6.469367777055738955e-01,6.982233136135900242e-01,1.053329370064191250e+00,6.292546959076933399e-01,7.563463077931861789e-02,-1.284880531856332775e+00,8.914170618476517927e-01,1.000000000000000000e+00
3.934853854217497116e-01,8.951932200277322726e-01,6.351718016819695167e-01,1.049552715319335139e+00,-5.352352115605679694e-01,2.127561456073563673e-01,4.967258460964231181e-01,5.211423675833316560e-01,1.087008665480921454e+00,-5.234006808040276848e-01,1.000000000000000000e+00
1.317394065634325706e+00,1.975996046923996496e-01,2.075260872625265485e+00,-6.891878180895678607e-01,1.735963803165249342e+00,1.083806470440122460e+00,6.164619371176568441e-01,1.822864779313130956e+00,-6.594255222690651452e-01,1.290648595726868963e+00,1.000000000000000000e+00
1.979107834626477880e-01,-6.514180036144483488e-01,-4.838858340543215619e-01,-3.203473081943201684e-01,4.241659464019164050e-01,3.124786686938756941e-01,-1.476420020592885685e-01,-5.558794427284370343e-01,-4.165746309216574739e-01,2.827808915956595004e-01,0.000000000000000000e+00
5.228354880354996181e-01,-5.737000039385790062e-01,-2.435459226098284080e-02,2.142270358611863657e+00,1.727543170100711345e+00,8.946110967749087983e-01,-6.913731672021198316e-01,-3.682181942880934367e-01,1.634127231891617793e+00,1.157855141326937343e+00,1.000000000000000000e+00
4.363236696740320775e-01,3.800347816820028729e-02,1.200313267182613053e-01,6.135179727304166386e-01,-1.022792565198405557e+00,5.145061572707102515e-01,3.468261327952736894e-01,1.273896645942476646e-01,4.014857688214120701e-01,-1.159189201004333203e+00,1.000000000000000000e+00
-2.573765374233451531e-01,-1.668584073877589891e+00,3.992231226052792570e-01,6.471959397027410299e-01,-4.831864622993738978e-01,2.606676333899268783e-02,-1.414760357196642726e+00,3.756245965279442212e-01,6.402107137832713235e-01,-1.760397076925494519e-01,0.000000000000000000e+00
1.573986763290032620e+00,-1.225765663002341022e+00,-1.464374880209819985e+00,2.244518185599719828e-01,1.047098302612154530e+00,1.157996170834455274e+00,-9.547750357355307971e-01,-8.735800222783263180e-01,-1.323257009772674242e-01,4.690912608401885953e-01,0.000000000000000000e+00
1.683927691457868692e+00,-4.588842628689400183e-01,1.078680833431295616e+00,-3.850846950070720837e-02,-1.726272999408196285e-01,1.141968531972399781e+00,-3.797622022745352210e-01,6.088722574800193854e-01,-2.463509247588860362e-01,-8.864754953090453471e-02,1.000000000000000000e+00
8.836599374866723755e-01,6.523228784134196268e-01,-1.576392156984249393e+00,1.476540349725895762e+00,1.380091354147451543e+00,7.193942199131625470e-01,3.899085744799426489e-01,-1.030174972244055631e+00,1.249863990620200038e+00,1.281388981869491239e+00,1.000000000000000000e+00
-6.255627015095294174e-01,3.958035334374090386e-01,4.940301862827388146e-01,2.606737658239071109e-01,-5.503051538454201141e-01,-4.790161781557042975e-01,5.134132954711565500e-01,8.687070218316153003e-01,3.331278187417873182e-01,-7.304893828565677261e-01,1.000000000000000000e+00
-6.716233679380515520e-01,-2.555407099144527822e-02,1.172729019259364680e+00,5.436001545944323388e-01,-3.706143320861059465e-01,-7.530012426233606559e-01,4.734049322175328672e-03,8.626302379029964218e-01,5.631884526627483067e-01,-4.813451461878990312e-01,1.000000000000000000e+00
7.716987106483447212e-01,-2.848542620630075461e+00,1.148765700372103460e+00,-1.739713778778099629e+00,-3.624409414031321552e-01,5.823000625378732531e-01,-2.374144381147908600e+00,6.608241163990380418e-01,-1.549178278809139497e+00,-4.731691544418781259e-02,0.000000000000000000e+00
-1.119669894626143858e+00,-1.294681475720905528e+00,1.160826787378519187e+00,-4.677012013118913569e-01,3.465038817307157792e-01,-8.158723953570889975e-01,-1.296663069336818852e+00,8.472665566281412097e-01,-5.698140909027611389e-01,3.837814494299806034e-01,0.000000000000000000e+00
-4.692057887918407028e-02,4.770408272231214664e-01,7.682189106025535952e-02,-1.282992224188569619e+00,9.962668194471400174e-01,3.454221590026877037e-02,2.029136590346731495e-01,6.425850632248043814e-02,-1.127720746108439531e+00,6.735563141819347344e-01,1.000000000000000000e+00
-4.937565831613124900e-01,-1.556581898659751051e+00,-4.281151609659125112e-01,1.500759790634310864e+00,8.502217421134928843e-01,-2.941476958521955232e-01,-1.573541542048220387e+00,-2.297345537713471608e-01,1.248582382964393833e+00,9.206271943630284227e-01,0.000000000000000000e+00
-3.486521344078591933e-01,-3.492577043184287855e-01,-3.216350512173826171e-01,2.076747983560840893e+00,3.819354522315533407e-01,-2.207287614987987756e-01,-2.769614537717091651e-01,-3.755869869415155438e-01,1.958493860703182765e+00,5.468555064761031481e-01,1.000000000000000000e+00
4.300416471910696314e-01,1.030283454031842183e+00,2.387891590265135144e-01,-2.590421458207031180e-01,-1.963498490849782674e-01,2.426315858988445928e-01,5.848936447685947337e-01,5.020710340506792102e-01,-6.167211538107124635e-01,-1.032693406648411971e-01,1.000000000000000000e+00
-7.160125941406395023e-02,-3.722223650984159138e-02,7.276295436369798475e-01,5.194588580729943283e-02,7.326400772155792218e-01,-1.600611328610197781e-01,-8.288989171158150926e-02,3.591971719079716241e-01,-2.589042745833755599e-03,4.060800161977308198e-01,1.000000000000000000e+00
-8.071658010858231980e-02,7.863519031609059184e-02,-1.998200684532107640e+00,9.163276747024814428e-01,3.464884758979926982e-01,-3.043635436856410026e-01,3.369285229749466315e-01,-1.946401578060246162e+00,4.665264515569444992e-01,1.945010400240350656e-01,0.000000000000000000e+00
9.980101098596522169e-01,-2.896255378193689278e+00,2.088374704780727509e+00,-1.395896281551737561e-01,1.108182816737516507e+00,1.155363095724740718e+00,-2.077144387970634387e+00,1.892041848682045613e+00,-4.421202379948368510e-01,9.438236021810912924e-01,1.000000000000000000e+00
-1.039905927125530871e+00,6.127739050625696793e-01,-1.053415563173656144e+00,-6.237689606958051192e-01,1.914031353866786134e+00,-8.292346687765661528e-01,4.837637452295321938e-01,-1.297656656780164841e+00,-3.056238394876808484e-01,1.493506117263931454e+00,0.000000000000000000e+00
-1.906824007633465823e-01,2.174328731797228742e-01,8.700677306887538709e-01,4.956818879726044846e-01,1.504189051435762814e-01,-1.975165317696476741e-01,1.565293533151483341e-01,6.552282307764598634e-01,5.054704252779512741e-01,3.081265597618312313e-01,1.000000000000000000e+00
3.649610024662250929e-01,2.403415585238275032e+00,-5.761879703358539079e-02,2.010990467149675054e-01,1.050654396007612013e+00,1.062103856824883896e-01,2.298707378074821506e+00,5.774411882147412189e-01,2.507659405614264259e-01,5.345687007842223615e-01,1.000000000000000000e+00
1.105525932957983848e+00,1.187030305560380139e+00,6.387302220291846133e-01,-1.143004912730483547e+00,1.633431532301095945e+00,1.471552326831942592e+00,1.053775468520046443e+00,5.085754670313613612e-01,-7.301987622381882481e-01,1.007892520027629191e+00,1.000000000000000000e+00
-1.146345393018687986e+00,3.026354652390332300e-01,-7.542758500193579296e-01,-6.413834659299262608e-02,3.287624103034807455e-01,-1.131741920859529404e+00,1.765470802159220254e-01,-8.275742101547363117e-01,-1.472544566276212941e-01,2.991841505392711098e-01,0.000000000000000000e+00
3.213572154502730704e-01,4.219207542352847451e-01,1.613711269058647035e+00,4.535343015139798317e-01,-2.441566352906487658e-01,1.713161872390037976e-01,5.233297996413749376e-02,1.279489522489559050e+00,2.762999379444782688e-01,-2.936341909938999239e-01,1.000000000000000000e+00
9.640871682883576099e-01,1.189470488924640579e+00,-1.227607815136992464e+00,5.974000698498580508e-01,7.011727423108983226e-01,8.544371018878982316e-01,1.030351034772661212e+00,-9.922464098335006533e-01,9.150661792244012549e-01,4.355284709091705730e-01,1.000000000000000000e+00
-2.975635033599919876e-01,1.375706813311619703e+00,-1.500555870325271657e-01,1.255764534715426151e-01,-1.730718242838696075e-01,-1.180082095391380981e-01,1.266430205165868239e+00,-8.791448155539843823e-02,5.114695192531924783e-02,-4.920688032619750518e-01,1.000000000000000000e+00
1.557904758146753423e-02,-1.096275086895201811e+00,-1.440050882594294368e+00,1.594505063224972208e+00,-8.469613483183278113e-01,2.040496491083107766e-01,-1.003350374418890301e+00,-1.019588109643511764e+00,1.422630473190796163e+00,-6.736599096950259824e-01,0.000000000000000000e+00
-9.913923494563071648e-01,-2.153390113603714795e+00,-6.389617476895023129e-01,-1.323089793407498549e+00,1.642015160136369056e+00,-4.315921780111932060e-01,-1.664471539855365334e+00,-7.189916318251496907e-01,-1.057195526533335928e+00,1.303061106508942135e+00,0.000000000000000000e+00
1.009817089342634144e+00,-6.881503451777237768e-01,2.252435805344308761e+00,9.817654869915942717e-01,-3.248313835086224510e-01,9.090852025662498059e-01,-6.232349351251849079e-01,2.139458255322805869e+00,4.157606835775924936e-01,-1.291693104165498318e-01,1.000000000000000000e+00
-2.499405714873572659e+00,2.290942572590741300e+00,-1.389572466763596026e+00,-1.645398746956891811e+00,1.022570432009640262e+00,-2.210730731892191603e+00,1.795947578232792718e+00,-1.062635116536353452e+00,-1.725244798325767270e+00,8.318375722319066856e-01,0.000000000000000000e+00
2.439752406339272817e+00,1.384272818510518199e+00,5.639091200523596026e-01,5.947543416652859571e-01,8.534155587803077259e-01,1.900412900047061981e+00,6.098538432959483835e-01,5.964861053222484388e-01,3.600066293442478749e-01,6.562116313761467978e-01,1.000000000000000000e+00
7.589285897867651398e-01,2.811914239693757978e-01,1.042011039518760673e-01,-6.259312789952241329e-02,-7.539645888666762774e-01,6.687093463321891473e-01,1.805968584322735493e-01,-4.226899678962761642e-02,1.611457480143798360e-01,-3.677715437352736538e-01,1.000000000000000000e+00
-2.806750768667740648e-01,-1.692956814195385462e+00,-9.833962679474989033e-02,-9.885911071509175807e-01,-1.103589317215771137e+00,1.891051468077454278e-01,-1.160491590874697554e+00,1.786047259633067319e-01,-6.332145543935334686e-01,-1.145364914462327022e+00,0.000000000000000000e+00
1.798941511534784543e-01,1.392002286344599327e+00,9.183166060023132404e-01,-1.570500603623177449e+00,-9.896281365703375466e-01,-1.356457747620765375e-01,9.873213179623678837e-01,6.832428030392376783e-01,-1.073585050053735390e+00,-6.844246654867548463e-01,0.000000000000000000e+00
9.407711879882159067e-01,-9.824873935383096057e-01,-2.246331499970246059e-01,5.500520990245518771e-01,-9.683444548636352955e-01,9.931322514356182296e-01,-7.754846411875845336e-01,-1.241960172989133582e-01,2.426324434323785251e-01,-1.108904996849978009e+00,0.000000000000000000e+00
1.053755061459599046e-01,-1.334025494918204435e+00,-6.013676439512137817e-01,3.197819341425370276e-01,-1.592993733531669287e+00,1.202832788260512764e-01,-1.218410537272947680e+00,-6.677153305983928311e-01,5.790000453384922530e-01,-1.442067362825496968e+00,0.000000000000000000e+00
4.404747379603989876e-01,-1.963779892668122626e-02,5.524899544171479882e-01,2.239141340646614298e-01,1.364140429973844215e+00,5.199458974142153744e-01,5.637809611720959180e-02,2.426056382532930655e-01,-1.384735278554766191e-02,8.487809174544127533e-01,1.000000000000000000e+00
1.252245026479072709e-01,-4.294055411252529764e-01,1.222975030322838441e-01,5.432980290363882414e-01,4.886007032570433006e-02,7.978065879113943604e-02,-3.868290724074371356e-01,2.354790637164035638e-01,4.772033029631043699e-01,1.954765633509470968e-01,1.000000000000000000e+00
4.059169120388238239e-02,-7.019916878067555821e-01,-6.629009175509483764e-01,-1.402605271799693520e+00,1.749576743186939343e+00,-1.360131730621592927e-01,-7.494416583818057642e-01,-6.190421000822359243e-01,-1.124154675421302318e+00,1.386579347830472653e+00,0.000000000000000000e+00
-1.243863235391285071e+00,-6.929051977959073128e-01,-7.184072655691974285e-01,8.949243769444412688e-01,-2.949496782920277838e-01,-8.449160324327616989e-01,-2.878138647037003506e-01,-7.454904299562332692e-01,6.811647374926358411e-01,-2.386603915522175767e-01,0.000000000000000000e+00
1.247742072673733826e+00,-6.734906242438685187e-01,2.789941622238019669e-01,-8.353470532597573328e-01,2.145149127773388287e+00,1.129079863560111363e+00,-3.530060966886519047e-01,9.455866137363552748e-02,-4.005592149486846276e-01,1.494772704672820529e+00,1.000000000000000000e+00
-1.187598419029512797e+00,3.098207102270275071e-01,6.337768809320984964e-01,4.137990974514982323e-01,-1.852876588777082889e-01,-7.556673420756659931e-01,1.268752153959870899e-01,6.468121190891630290e-01,1.900171739280065164e-01,-2.081688262887444463e-01,0.000000000000000000e+00
-1.298206997334261648e-01,4.381147197910959662e-02,-1.470020016284886155e-01,9.638791167949096739e-01,2.210523001591351289e+00,-1.065174868624679944e-01,1.346068394668431256e-01,-2.434091735435130743e-01,5.011822422935421351e-01,1.615725340611258609e+00,1.000000000000000000e+00
-5.574917850078336956e-01,-1.369802979579078039e+00,-8.828204835125480487e-02,2.579709337654318091e+00,-8.036745679697308020e-01,-5.659578326702368045e-01,-9.883599830991863788e-01,-9.415662500143665015e-02,2.067766567364738517e+00,-5.662486514049415165e-01,0.000000000000000000e+00
1.639116805444067460e+00,1.677700814076440672e+00,-5.535882417079945883e-01,5.689830791852753533e-01,1.628396623128538057e+00,9.995360453504857912e-01,1.470620898263387710e+00,-4.398650433089762446e-01,3.752211164909149965e-01,1.104499071436507940e+00,1.000000000000000000e+00
-3.791277409874870830e-01,-2.035803601023617737e-01,-5.816809139486437408e-01,-1.014756730692866871e+00,-6.492775450660071002e-01,-1.394275391621084825e-01,-5.017154672809048810e-01,-8.488145083609747177e-01,-1.363288007377645439e-01,-2.534631630117905599e-01,0.000000000000000000e+00
-1.223940266762256535e+00,3.408346825922606294e-02,-7.699732310586414608e-01,2.337859117907477025e-01,-1.555895646203627303e+00,-8.943743169210081057e-01,2.285880828139064125e-01,-9.102038659216167282e-01,3.223302247205931392e-01,-1.579832606887720869e+00,0.000000000000000000e+00
3.308802322144570596e-01,8.335289616089246456e-01,-1.993735642571455413e+00,3.740565698475721290e-01,1.227668992473292198e+00,7.154765919877387192e-02,5.528833767019935008e-01,-1.527732936207651937e+00,2.173771408343328770e-01,8.208312274873215131e-01,1.000000000000000000e+00
-1.209641018691205439e+00,1.672572386837703373e+00,4.190190093660451920e-01,-7.050118557584088563e-01,-5.576907765770600794e-02,-1.075427549612289146e+00,1.266492322781909374e+00,1.878093352622967893e-01,-7.752317984441443599e-01,2.908248398670543744e-01,1.000000000000000000e+00
5.583269125217223960e-01,7.600539141241149932e-02,5.387559924463691807e-01,-9.206735930793662481e-01,1.693608240360779948e-01,3.533097676270898768e-01,5.883806635819690545e-01,6.423497762131790134e-01,-1.112596556577249984e+00,4.846090963645555139e-02,1.000000000000000000e+00
-1.413714496904980189e+00,-1.112260613487003197e-01,-9.039076414647897462e-01,-7.355299425897665611e-01,1.236093175210437378e+00,-1.427568483920467646e+00,-2.860617293475791606e-02,-5.297646923217229631e-01,-7.934677712192997889e-01,7.258988072874676956e-01,0.000000000000000000e+00
1.091310120594269018e+00,6.091381209071770053e-01,-1.092312764672578984e+00,-3.164084496948019187e-01,1.213097699979183375e+00,7.095116171543884853e-01,4.100460016363065563e-01,-7.300164784669758156e-01,-2.301384054040152005e-01,1.014292472490880392e+00,1.000000000000000000e+00
1.417169136399047402e-01,2.319329539981694221e+00,3.933178393943718709e-01,1.920491164900315906e-01,-3.091164642025013842e-01,-1.133925404493469763e-01,1.414404757434174265e+00,6.786086289780168812e-01,4.391050235109791311e-01,-3.423716198049095438e-01,1.000000000000000000e+00
1.335409047822819217e-01,-1.524698363805434831e-01,7.081086766885904549e-01,9.567023167945840623e-01,-7.859894605079494889e-01,2.433692144823822179e-02,1.559769576848362149e-01,5.498690758022357628e-01,9.896996819132510836e-01,-7.959656195300207626e-01,1.000000000000000000e+00
-1.331232953557778043e+00,-1.836205373103296568e+00,5.079913269125436726e-01,-1.103366606173873610e+00,-2.152890592952482862e+00,-1.212725862512134878e+00,-1.738006232644357940e+00,5.361694467108026885e-01,-8.368743186098230868e-01,-1.941486636521729814e+00,0.000000000000000000e+00
3.885786045309641001e-01,2.492999517432790579e+00,-6.070911539893323640e-03,8.384907744516418848e-01,8.182935854756501204e-02,-1.453810054857834766e-02,1.793711833246331988e+00,-1.217369245511208536e-01,6.061590864208166174e-01,6.191382079632404833e-01,1.000000000000000000e+00
-9.888965319114266517e-02,9.190764829877685616e-01,-2.902745441886513400e-01,2.673923140719029479e-01,3.216978061960136248e-01,3.254063235609820359e-01,6.689907265726450225e-01,2.582543472228235881e-01,2.676763225399532153e-01,2.070478649199836707e-01,1.000000000000000000e+00
-6.680904536430487539e-01,9.920423495365228161e-01,-1.749597566954086414e-01,-7.557451594928447092e-01,5.365098435704035440e-01,-2.839642167085928981e-01,1.076916237969276713e+00,2.567589251308768916e-01,-7.083237270911909578e-01,4.409440278974752214e-02,1.000000000000000000e+00
-8.984679817910372623e-01,2.818115736912824715e-02,-9.118996644203543681e-03,1.085895565831578091e+00,4.746982328799527751e-01,-8.745782697368269520e-01,1.771929232284544242e-01,-4.919110411804448156e-03,1.212389251818037472e+00,6.785005381050690509e-01,1.000000000000000000e+00
-2.502695874514391725e-02,8.177662992002870945e-01,1.390207549017313360e+00,5.578103063518622395e-01,1.035261984338060708e-02,3.446271233460686256e-02,6.226455373921776504e-01,1.189483285194889328e+00,4.084102088264738306e-01,1.304962768968186138e-01,1.000000000000000000e+00
-1.311836232350159559e+00,-1.065113663075372585e+00,-3.052247043546676419e-01,-6.095122021592831452e-01,-1.869713029854460085e-01,-9.659759679158685941e-01,-7.904325177325339791e-01,2.767975638922695603e-02,-5.048773333767718752e-01,-3.028703285923143307e-01,0.000000000000000000e+00
5.664992489710716367e-02,5.296927543567307994e-01,-7.049877805909121609e-02,4.865016438262019238e-01,6.447441481012024245e-02,2.835371108723810374e-01,3.036770649111635301e-01,-8.582692341009436066e-02,-5.396316994317196247e-02,-1.350442858891321152e-01,1.000000000000000000e+00
-1.975466566353871301e+00,-9.393353938187543051e-01,-1.440875557216154679e-01,-1.209694742841107562e+00,5.999287299962045017e-01,-1.744094258415112897e+00,-7.235375771419332303e-01,-2.465948587372333023e-01,-1.006842763577438848e+00,6.146375432286097507e-01,0.000000000000000000e+00
1.530750832343697354e+00,1.218761851697316656e+00,-2.134428709302080007e-01,1.490726136849952033e+00,1.486674572021117191e-01,1.443022022671443194e+00,9.896768303134807487e-01,4.043653457210028002e-03,1.359877737072949788e+00,6.955030026379846464e-02,1.000000000000000000e+00
-3.370859711180396734e-01,-6.134026635409397521e-01,-3.024696864881283309e-01,-3.881768185412287631e-01,1.704162223754877026e-01,-3.792498377358187178e-01,-2.969681516964812751e-01,-2.262878999737686636e-01,-5.240859702406919229e-01,-2.488625857886300197e-01,0.000000000000000000e+00
1.605739810498645892e-01,3.046020153414469474e-03,4.369381697463498582e-01,1.190646274786341330e+00,9.495541354413237212e-01,-1.387132959938309484e-01,1.958724406105214477e-01,3.861494257261319785e-01,8.023729529305105856e-01,1.117091301273992698e+00,1.000000000000000000e+00
-1.484897968449903516e+00,-2.553921134901954826e+00,9.343199112392737149e-01,-1.366878698415421090e+00,-2.247654018926835418e-01,-1.043091062897023580e+00,-1.944341431480434812e+00,5.806016603778259011e-01,-9.349607551856039533e-01,-2.666104139573381993e-01,0.000000000000000000e+00
-1.170113026059359518e+00,-1.801980437580019689e+00,5.414627282047880241e-01,7.591551603026468475e-01,-5.765104007267194408e-01,-6.779387360230020310e-01,-1.514053861573236182e+00,8.963575289115127687e-02,3.119926835385069541e-01,-1.620939732848903359e-01,0.000000000000000000e+00
-2.591042292144909887e+00,-5.462444482524827505e-01,3.918040054025465069e-01,-1.478911568774128549e+00,1.833599197791556112e-01,-1.555252039009791254e+00,-2.886310997239609488e-01,3.606716862978573968e-01,-9.715690535109192671e-01,4.023749274164674095e-01,0.000000000000000000e+00
-1.530984917299555749e-02,5.792914996010883888e-01,1.195803684141532597e-01,-9.730689408815554886e-01,1.196571501664491333e+00,-2.521929323564390812e-01,4.450395064402614120e-01,2.766567030301625429e-01,-8.848839307398648213e-01,7.570552924350302249e-01,1.000000000000000000e+00
-1.585295730269700165e-01,-2.730453950993185983e-02,-9.332679590731960406e-01,-4.432822511915103236e-01,-8.848027140269009161e-01,1.296027859458170894e-02,-2.382265053505720487e-01,-7.917757170737652617e-01,-4.323394450514488341e-01,-5.012041983488912944e-01,0.000000000000000000e+00
-1.729460599234230178e-01,1.711708480142343669e+00,-1.371901142931356343e+00,-1.613561397876741133e+00,1.471170327493608543e+00,-2.203170966974450362e-01,1.288709225731687225e+00,-8.102350104333118086e-01,-1.515624799326511729e+00,1.046647752022150657e+00,0.000000000000000000e+00
-2.093236771518661166e-01,-6.690727386599165660e-01,1.039904687396076444e+00,-6.056155397368641058e-01,1.826009713546936197e+00,-1.078719961668667127e-02,-5.183527941710683873e-01,6.911404848337523443e-01,-4.088831797039146898e-01,1.087467653476760887e+00,1.000000000000000000e+00
6.779258713392690705e-01,-4.879114081457026630e-01,2.157308213265503483e+00,-6.057149230033384013e-01,7.420953720093069750e-01,2.482427868251652625e-01,-2.082859697836131341e-01,1.514905679619218848e+00,7.402458603205097631e-03,5.087566644030170337e-01,1.000000000000000000e+00
2.992925804064919260e-01,1.301741289398798074e+00,1.561511196726852679e+00,3.200414906576662388e-02,-7.534178703461834603e-01,-1.311989081451919725e-02,1.004687397087607792e+00,1.235762895942255968e+00,1.819027671447396577e-01,-5.232067959216910591e-01,1.000000000000000000e+00
4.599721429391164240e-01,-6.777153697521061115e-01,2.013387247526623014e+00,1.365353310827374378e-01,-3.653215513121086944e-01,2.128027497179964533e-01,-7.840120380496060637e-01,1.594191282951040511e+00,-6.362878752191720999e-02,-3.848045706489544582e-01,1.000000000000000000e+00
1.846803058649084117e-01,-1.347126289529696486e+00,-9.716140385106515343e-01,1.200413907944425373e+00,-6.568942789713957398e-01,1.635370538255436212e-01,-1.066352694964393333e+00,-6.232974845414767096e-01,1.187455243453835463e+00,-5.869250913621368859e-01,0.000000000000000000e+00
-1.046910982681939606e+00,5.366527525272861698e-01,1.185704154662996945e+00,7.189533106650667360e-01,9.960476858058163740e-01,-9.657450394532227644e-01,4.520134100331394400e-01,7.935707589176007604e-01,5.118267393452036185e-01,1.025551357630375637e+00,1.000000000000000000e+00
-7.567950885694607610e-01,-1.421810666741843754e+00,1.501333651955486737e+00,-3.226798388421357466e-01,-2.508330164550473529e-01,-4.736252020728847212e-01,-1.100281007612924355e+00,1.474685768927368912e+00,1.675312521180316594e-02,-1.793676171060195057e-01,0.000000000000000000e+00
1.328194141849057930e+00,5.562300094006599194e-01,4.558877720816076340e-01,2.165002344901084008e+00,-6.435182303801429970e-01,1.267934237130829311e+00,6.289583107114139482e-01,7.580936101669367710e-01,1.893337156353739781e+00,-6.834742465611048923e-01,1.000000000000000000e+00
9.278401280812371699e-01,5.701312489708459247e-02,2.685922788632573721e-01,1.528468426412531667e+00,5.078357562896237409e-01,8.621876107140609147e-01,2.493951479356473211e-01,2.070450176969375333e-01,6.341464280356788885e-01,5.466746697651643228e-01,1.000000000000000000e+00
5.382960790496329473e-01,1.072507337309802189e+00,-3.649527295428853235e-01,-8.392096673390063710e-01,-1.044809194021033560e+00,7.543943911718800077e-01,7.391636953715085001e-01,-4.202009959744459899e-02,-8.721836604622106304e-01,-7.963122418259778179e-01,0.000000000000000000e+00
