feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99,feature_100,target
-5.653872091201170846e-01,7.152232680817520727e-01,8.502455193688858159e-01,-4.711130235913005837e-01,1.299485998181761914e+00,-2.870407170035479960e-02,-1.337846371815947899e+00,-1.652384056454255790e+00,1.218257922619726319e+00,-3.730037252610737819e-01,-1.214064523072579060e+00,-2.259276171435534941e+00,-3.957161108751430789e-01,4.047508589963613734e-01,-6.976911440462045810e-01,-1.053245160133871483e+00,-5.493757686067274326e-01,1.243192019144855776e+00,-1.392981617675190575e+00,-6.417010304225171380e-01,1.210757739617590589e+00,4.941762894237535231e-01,1.791278137789563130e-01,-6.484461354162487368e-01,3.050481450042792642e-02,-5.378290684533006960e-01,-8.593861310707510137e-01,-1.080057475301740233e+00,7.840955963724984823e-01,-6.040613221613558292e-02,3.145137438026960330e-01,1.516731858014036816e-01,4.409188278083591706e-01,-2.547187899858917026e-01,-4.816574510545741372e-01,-8.152803293911221605e-01,-1.413969133407113610e+00,-1.122033170622916520e+00,-3.654177211002215264e-01,-1.603039484435478057e+00,-1.382285904136030252e+00,1.042139892635177478e+00,2.241794848537924378e-01,-4.518367282035206656e-01,2.271574458904560334e+00,-1.648249718713028722e+00,9.756112764618218858e-01,-1.114660827794160397e-01,7.850470229128118094e-01,1.089537172708070767e-01,-1.872245062245257552e+00,9.546046755882846291e-02,3.355558546395980279e-01,-2.191985298524413928e+00,1.944048293801898364e+00,3.112075941727721062e-01,6.719877401364955372e-01,-1.165529389576311692e+00,6.906175221456182234e-01,1.089504459563055638e+00,2.535682281378458525e-01,-9.371558520764511693e-03,-8.935881248984164360e-01,-2.162069177833258471e-01,-5.120295142592802273e-01,5.719956373926842197e-01,-8.498759251174026197e-01,5.646507215035573291e-01,-8.389855627296565199e-01,-2.623525541600184030e-01,6.160443970128166580e-01,-7.037967199860438727e-01,6.505364889776018567e-01,5.529941576713681695e-01,-2.709506733769435627e-01,1.161783201355789386e+00,7.778434197711431297e-02,1.102276526585350025e+00,1.793464924877178568e+00,-2.413010217013114023e-01,6.449549840273965939e-01,-6.375679253228755394e-01,-1.032814409508198139e+00,-1.954596573864284259e-01,-1.362600279749462961e+00,-9.376077796473099024e-01,5.914325993210678423e-01,-5.136490154488384530e-01,7.105140871218614818e-01,2.994119380174871670e-01,1.851154062019115143e+00,5.243372855760458640e-01,1.114218070279314299e+00,4.018846631275463932e-01,3.113935010780726209e-01,1.164733042113315076e+00,6.687974658652646731e-01,2.100636129574281197e-01,2.056546659297177337e-01,5.382293118304160018e-01,1.000000000000000000e+00
-6.713735194598849931e-01,-7.137994661386982687e-01,1.425405932372932227e+00,1.864413663859997738e+00,-9.288824584101658122e-01,-6.689944324397042452e-01,1.142522819504144804e+00,5.335199931423965092e-01,6.764281053209221239e-01,8.966012948530570625e-01,-2.407321617440756067e-01,3.299699249901864584e-01,2.521921506980920880e-01,-8.584916002454604511e-01,3.150909432157038559e-01,1.237710696149667999e+00,-3.341332388433614353e-01,1.525692487409341380e-01,2.067089160108560031e-01,-2.846645504352706690e-01,6.769012376943577269e-01,-6.800656312549874238e-01,1.332645518695934062e+00,6.262055616322453888e-01,-9.367686006728944692e-01,1.698009684886253146e+00,1.681014612615954196e-01,-7.229475172350516843e-01,1.104554524991191222e+00,4.946715194480250655e-01,-1.771959704234038258e+00,-5.256603172438536475e-01,2.790973372215436732e-01,-2.159566677642658750e+00,8.507008538739400938e-02,1.579793727052598851e-01,-1.183491882375822479e+00,2.706448862599635241e-01,7.463839125033536366e-03,-1.191294105885014609e+00,9.195605468628251788e-01,8.378537947678049713e-01,-2.897370868523612697e-01,-1.985813233918237719e-01,7.262639375953453547e-01,-2.006631431118065523e-01,-1.930908200520154550e+00,4.869365573999273611e-01,-8.132593207385083733e-01,-3.898430544175937040e-01,1.457870567951475849e+00,-1.339784740087980597e-01,1.734935873873215059e-03,5.096672754635974689e-01,5.053339438740321876e-01,-9.191977673777833591e-01,-6.029851553437440975e-02,3.615252792582713398e-02,2.720268966288269530e-01,2.892219409166193467e-01,2.587441228777457525e+00,-1.175859770587244668e+00,9.800916201979562592e-01,1.183375805833059013e+00,4.927839739235271854e-01,-6.503153948730748812e-01,1.664668030267626442e+00,-2.191982864740197989e+00,-6.832666972178264020e-01,1.171682197222811306e+00,-3.701116034225179208e-01,1.596464524800185636e+00,-1.511804744678400425e+00,-1.112101893948008069e+00,-5.316381701269748961e-01,4.173992775365287788e-01,-2.220201503800229570e-01,-4.903992525624210619e-01,1.420396431098523982e+00,1.513444975389150793e+00,-4.143797657075555252e-01,-1.709767807329662492e+00,-2.157483829187379687e+00,2.392901147803562778e-01,6.559556222187972185e-01,6.299778557854578132e-02,-7.090810708075846736e-02,-8.045426146940825030e-01,6.549797939138383152e-01,1.678185378898910063e+00,-2.216877677335555852e+00,-7.750118878771532216e-02,-9.703483494136003751e-01,-1.490465994053851606e+00,-1.129975870784416081e+00,3.796728556844046198e-01,4.049621975911659733e-01,1.460287761174799970e+00,8.781547145461292975e-03,-1.758221629869578528e+00,1.000000000000000000e+00
-2.381695423759716546e-01,-1.386379072215783825e+00,-1.206795886422004971e+00,5.805590584064953541e-01,1.941809055944201390e-01,5.875655954353309340e-01,-3.574928472717280870e-01,7.905295634253560744e-01,-4.134028982901112315e-01,1.116682832742247111e+00,3.446389394715425047e-01,-2.069968704846174845e-01,2.120930441760968677e-01,-1.786070097491770578e-02,1.596106515312923024e+00,2.454376225787891219e-01,-1.612672394508496074e-03,-2.384908570507993097e-01,8.431842192450109685e-01,7.079133390535047310e-01,-2.738416303126281481e-01,-1.155641514622808730e+00,-9.019681383783536566e-01,-1.841625395421960798e-01,1.348927506119083075e+00,-2.501766292469138619e-01,-5.941236099655644587e-01,-1.760719313248646278e+00,1.513541435602296481e+00,5.690281459814600096e-01,7.960099700058577143e-01,9.616880519293747875e-01,-1.647302287589632319e-01,8.459063374753533759e-02,1.488601941951994245e+00,1.795808893191369604e-01,5.875252900639943432e-01,8.705507172005111372e-01,6.429313324226436643e-01,-1.281691702664937704e-01,-3.388384281391958186e-02,7.776404379759421781e-01,7.760028599347262857e-01,1.168232599019461748e+00,5.510969833098385839e-01,5.966056135920547732e-01,-4.462333667844466945e-01,-5.811495110719013812e-01,7.806306743514944690e-01,-5.741850680163750331e-01,-2.070100311686198791e-02,1.379023240971290809e+00,1.220570292345088959e+00,3.017888307971837158e-01,-2.961395798337101981e-01,-1.233789103435046913e-01,8.676601410556147309e-01,-3.649927744616560804e-02,-5.582823930102640553e-01,1.215774756407973944e+00,1.816001391292811906e-01,-5.772558209917463268e-01,4.789401889326309614e-01,9.712184131925081232e-01,-1.007673064787760531e+00,-2.004539133529346373e-01,-2.466833675884122778e-01,4.522871657834765524e-01,6.320083228598581959e-01,-5.514739112794855291e-01,-1.492751175906025018e+00,1.031798754599400736e+00,-1.119945270577212826e+00,2.711842050438772467e-01,-1.319808987306826109e-01,1.624439052040756171e-01,1.651233971706858039e+00,3.038281613621827582e+00,-1.633437411398608541e+00,9.839061553329235821e-01,-1.562477726776460574e-01,1.047854513712552338e+00,9.572630761791635079e-01,1.409744807198163086e+00,2.849649151626971744e-01,-8.895764849550238385e-01,9.276494887096201625e-01,1.179975761440642951e-01,-2.338432151341324761e-01,-4.762238807049619660e-01,1.006335569105129224e+00,1.603369492007377106e+00,-1.195352558699634304e+00,6.219522424789305504e-01,-3.723871854226452061e-01,-1.467272398192113636e+00,1.477058207630081721e-01,-8.331377801895606394e-01,-1.577753227800197555e+00,-7.817404722245344662e-01,0.000000000000000000e+00
-1.027773917913853641e+00,-6.466868530633912426e-01,-1.325884076953689039e+00,-3.951401086262139040e-01,-7.132491280839725611e-01,3.756138771456573600e-01,5.935389863983154823e-01,2.601485767784418868e-01,-2.354444578735088167e-01,-2.624275956923143305e-01,-8.370749874113654343e-01,-8.129946594099368706e-01,7.036038680787360944e-01,-1.759702598650464189e+00,-8.072493831294232092e-02,-3.235290615612007592e-01,5.991321013748924784e-01,-1.425011983422350692e+00,1.248070548593954027e-02,3.429843413591068257e-01,-1.904731218623994859e+00,-1.074327972861737202e+00,-9.178984681279125923e-02,5.141469076343044842e-01,1.824993111126999024e-01,5.604542529498073300e-01,-1.079372512640654813e+00,-1.588750349728026867e+00,8.450580575678937056e-02,-1.229353238214114796e+00,-8.653223260478032364e-01,9.322783548263736675e-01,1.890995567668512234e-01,-5.681449052554143897e-01,-6.980315046409635293e-01,6.209215568891648385e-01,2.119709356499833441e-01,-1.214556642322691005e+00,-1.947823733100947363e+00,1.881801832640149774e+00,-1.222479225317557816e+00,5.276965033001228544e-01,1.510692932338174144e+00,1.475975688331556124e-01,-6.004366764672046664e-01,-1.426049041695712116e+00,-1.440010536320030399e+00,3.766948486763860293e-01,1.450976322949984576e+00,-3.954590967045291672e-01,-5.557204621493642138e-01,6.974810908111868102e-01,-6.859472539047464235e-01,2.744829076284210356e-01,4.180145008551258007e-02,-4.094680585780555715e-01,-1.553815873652049546e-02,1.763152114649979119e+00,6.045329441009561489e-01,1.092500804255978508e+00,-9.186943609200609595e-01,1.095936147607574629e+00,6.390204754689849942e-01,-1.499596096559367764e+00,5.397907333710997291e-01,-5.132741367946772604e-01,-1.545803676325616216e+00,1.297757323276195196e-01,5.390425910626098771e-01,1.516080686445628600e-01,-1.091385848457552959e-01,-3.305853384583319343e-01,2.466588009341556198e+00,-1.182569388528645904e+00,8.729219823572034187e-01,1.542297088898376793e-02,-8.544665062670321332e-01,-4.839905062857897955e-02,-1.392932637588617517e+00,-5.954904068068536116e-01,-4.693432583560568777e-02,-1.551117058599129850e+00,5.063825384880582536e-01,-9.637610409115322518e-01,-1.451720958013552387e+00,-1.080417735828370418e+00,2.175954161835486733e+00,-1.978064141868839831e+00,4.361230887697903902e-01,-7.516362710192865393e-01,-3.501281715175615927e-01,6.039309286803327126e-01,5.548187148389204237e-01,-6.806964191617906890e-01,-1.357824006633294056e+00,6.221409737006392549e-01,5.523771930093441807e-01,-2.849695087881882749e-01,4.419443838083784160e-01,-4.458294809755355415e-01,1.000000000000000000e+00
-8.270375650347882024e-01,3.962181121075193657e-03,5.190327410915175355e-01,3.092502695524337319e-01,5.091626800766724248e-01,-7.605788732891258785e-01,1.581881124758252710e+00,-3.423808553386246123e-01,-1.189156514765914441e-01,-1.318655909217867794e+00,-1.938551562972838926e-01,5.322377368515170959e-01,7.625106126926647354e-01,1.561940737186782169e+00,5.202348958254608968e-01,2.769131957997031934e-01,-4.462951115143190539e-01,-6.617404082330067272e-01,9.702485146681557593e-01,9.510703517389086370e-01,-1.077012700848772653e+00,7.230958871534813870e-01,6.503836913958425114e-01,-1.113808885014194283e+00,5.404568047891767923e-01,-1.049546459481807359e+00,-2.429292967673488679e+00,-1.601024136920496943e-01,2.578147052549889517e-01,-1.150708048831132063e-01,2.867106817187974332e+00,3.788512292349744404e-01,1.471418192987003493e-01,4.295913033140908999e-01,-4.413190044000976364e-01,9.294790620935388104e-01,3.610019461771014071e-01,3.151717038924905512e-01,-6.241202228669391339e-01,-1.564330326449093311e+00,-5.013860890772906531e-01,2.826338562598922910e-01,-4.446994797449462244e-01,2.917271670673709516e-01,-2.323618768563049108e-01,4.305794846265235676e-01,-9.768241258753141976e-01,1.928900118850812861e-01,-6.409541463513970250e-01,-1.538282942130636100e+00,-1.651541230283749551e-01,1.536317573818046789e+00,-1.458576407845982414e+00,1.193922503941993729e-01,7.975770632642243951e-01,2.300030685144451414e+00,-4.929329824466876508e-01,-6.320006046043128434e-01,-1.166692195939266430e+00,1.140516334846219060e+00,-8.674143292390752435e-01,-3.705964317753500659e-01,-1.848937877371255256e+00,8.839718426785260208e-01,1.158258280778026172e+00,8.457750635843652720e-01,-1.605325281353717992e+00,6.071510407793063724e-01,-1.672670384724000980e+00,5.804030206424038579e-02,2.050775799837973312e-01,3.101832181082652684e-01,5.346365326374683535e-01,-8.033603559272125411e-03,-1.962429512728552483e+00,5.351210087995321718e-01,9.760814112774790496e-02,-9.026197913712332710e-01,-1.569397421136608850e+00,1.540022185924358578e+00,1.231300538290682756e+00,7.059574073074545986e-01,-6.762999112347031216e-01,-2.516995552211517495e+00,7.646791754352351145e-01,3.666867738550750322e-01,-3.746623090721766247e-01,1.124806306697876179e+00,8.479975339628499365e-01,1.760954882308494451e-01,3.505841787111277363e-02,5.096771759967978765e-02,6.799398728347458842e-01,-8.574763465429882103e-01,4.259831217850366114e-01,-9.205909444695906663e-01,1.336555171752234150e+00,5.321285715752346324e-01,-6.882282616389295837e-01,8.059582402974990734e-02,1.000000000000000000e+00
-8.537863800280407478e-01,1.504112837700795957e+00,1.622875984471209510e+00,6.962236825628479453e-01,1.556656567654577383e+00,1.517959488725004191e-01,7.635125671747969855e-01,1.224724521909755559e+00,-5.743595515917000738e-03,7.110385731734515657e-02,9.336566014288975035e-01,6.464979655959931515e-01,-7.554607202010528155e-01,-2.186829371271469036e+00,-1.755280625970482844e-01,-2.096914179225179087e+00,-9.910173361055483188e-01,-8.742869572003842960e-01,-5.686423109401264053e-01,8.204381441635414385e-01,1.037679540730260364e+00,5.087407198072073644e-01,6.325069760618052817e-01,6.561204563686461322e-01,-2.496829991220923972e+00,1.019768200711640600e-02,-1.796458721170005157e+00,5.091394756715406089e-01,-2.093108147319696855e+00,-1.804385353506992584e-01,5.477697760195866516e-01,-1.117757948316311811e+00,9.617159605132202804e-01,5.066221699517468036e-01,3.808246958379096214e-01,6.980015875105317624e-01,-3.592000877666556846e-01,1.519188637568087696e-01,1.005157223419914092e-02,-1.254894461614478041e-02,-6.720310766470771746e-01,-1.242532114722705749e+00,-3.368583492894751674e-01,-3.919479071942670867e-01,-7.367309875168898126e-01,8.520537818100243355e-01,-1.172206617855612976e+00,-1.715091588912414089e-01,1.166339711561252157e+00,9.091293525995521874e-01,1.216293885097282645e+00,-5.907805773742270672e-01,7.842881257277071194e-01,-1.062970396978131671e+00,-2.758739558165406169e-01,-1.817558107801932887e-01,-5.758402121980102928e-01,-3.618139880845251954e-01,-4.933759274973526510e-01,-9.823938111016954355e-01,8.564135060057913584e-01,-1.824500028742692681e-01,2.014365439172858263e-01,1.637768711928547505e-01,5.472642511002195898e-02,9.280454605642947385e-02,-3.054172200310213969e-01,1.418396868514862907e+00,7.607447616353588682e-01,1.838203277101982738e-02,-4.470544359660632572e-01,-1.188208427290804170e-01,4.176215163717456602e-01,1.499940092536311775e+00,-1.373047544665044528e+00,6.597747586417775922e-01,1.126723636778634408e+00,-1.486718469905231821e+00,-1.811508767312747514e-01,-1.064517973083038971e+00,4.305296116770343517e-01,-3.583509323555522652e-01,-1.301390668801253869e-01,-4.110558072784739614e-01,7.201634327682685521e-01,2.290329605981382965e-01,2.309267640396555354e-01,1.606218250814535897e-01,5.724908804521370298e-01,-2.619718548563232940e-01,1.700774787540926702e+00,-1.234794751218519560e+00,-1.725918448169648789e+00,-1.808680568608573180e+00,-2.079588119292435699e+00,6.731698148202520660e-01,5.513676992826408441e-01,1.207776491775594874e+00,-1.056638214705521994e+00,7.454614547455007401e-01,1.000000000000000000e+00
5.682406214930596500e-02,1.665864991558592134e-01,6.256228953496077994e-01,-7.562817510624436634e-01,2.587249135404487532e+00,1.331880304275353755e+00,-5.317059539953603586e-01,-1.090738057723347643e+00,-8.790416180469173835e-02,1.822584435820422399e-01,1.065615259708310614e+00,-1.168720911568325915e+00,2.854869431991661766e-01,-1.529015024414789092e+00,4.363575934111187937e-01,-1.075042204580506366e-01,1.936679762285762996e+00,-1.546002544219676533e+00,1.370608381490104888e+00,-1.703831335166218430e+00,-1.327210274406504187e+00,-1.677094558472165264e+00,2.503526084510541150e-01,-1.173698810753733612e+00,-1.348331505280538023e+00,2.027676016233805889e-01,4.517753858746905160e-01,3.984930415032582329e-02,-1.622191490215528775e-01,1.828909632437177857e+00,1.458362662419703248e-01,8.056914739222491573e-01,1.429221256899587678e-01,-1.097876288254684196e+00,5.498876819020167561e-01,-6.557973114697922545e-01,-9.098613803923637222e-02,3.054026818934263976e-01,-1.941418066886642979e+00,-1.609502123891728864e+00,9.094591724975634728e-01,-6.637464465989442175e-01,-6.163219891088609348e-01,1.664383973708202236e-01,-3.856725971218693538e-01,4.175883816427895523e-01,-5.112178873304422388e-02,1.986029501804490172e-01,-7.018583902422526055e-01,1.935948232809276970e-01,1.105089086835443934e+00,-5.677482161141985673e-01,9.153183002721513306e-01,-5.156031832264914433e-02,7.344816559779377974e-01,1.287713183531108974e-01,-3.341092009792633044e-02,3.497296820763660663e-01,1.213597562302249022e+00,2.360972942150755816e-01,4.785308309083973755e-01,-3.684849135767012673e-01,1.570886473995025456e+00,6.403371109296716046e-01,7.770846002500572669e-02,-1.226536722546738428e-01,9.779082692731104753e-01,-6.062040770452594707e-01,-1.782875016271332935e+00,7.239959942445532703e-02,1.190004573114343600e+00,1.591308811184674044e+00,-1.072939434338798931e-01,4.358766394178335141e-02,5.195304325159550984e-01,-2.643494188637649511e-01,5.164059483911488391e-01,-8.540175106826787543e-02,1.011368257190179643e+00,7.229805130978236294e-01,8.102278323024327822e-01,-2.053176448020880007e-01,1.925927320502261120e+00,4.839119423794722152e-01,2.472940534868314777e-01,-7.609429805669716274e-01,-9.707182014855389451e-02,1.143797607026359742e-01,-7.876772964243000663e-01,-2.923171457690879049e-01,-1.658000181030097886e-01,5.592066092321824888e-02,-1.762706990041604138e+00,-1.352705407042643915e-01,-3.773461830799316741e-01,-2.088414962489960197e-02,1.035276566180255875e+00,2.052395492121205312e+00,6.783771996446269492e-01,-1.234422172066336199e+00,0.000000000000000000e+00
-3.454069518325343924e-01,5.959633088310913873e-01,4.832904964290231087e-01,9.873257354530744490e-01,-9.735099429059582143e-02,-3.635002443655056537e-01,1.752424003916038808e+00,5.867060336963757922e-02,-1.016674376021114767e+00,1.475133657032920986e+00,-1.496095491394444865e+00,-3.495045222488605496e+00,7.693867580375736148e-01,9.107009710246312117e-01,4.140129419446909598e-01,-1.302456083992049818e+00,-5.886985524232080103e-02,-2.781685735538712012e-01,-5.372890108923894514e-01,1.412069430809279380e+00,-1.046666058631688934e+00,3.161044531063997853e-01,1.194046983662574890e+00,3.814415253190377997e-01,1.241118372495373823e+00,5.637147224289292824e-01,4.293496704920288787e-01,3.668348688321470541e-01,6.134432666501502540e-01,-3.855390974122604453e-01,-1.301873851872786592e+00,9.540434114633091767e-01,1.161742300505766101e+00,2.519788109060436265e-01,-5.483756196343702038e-01,-1.557717116529637957e+00,8.580709992338809988e-02,-1.348950344717971372e+00,-1.488987502637925564e+00,-2.073152801569266498e-02,-7.637695011880144547e-01,3.453095561647704925e-01,-1.592956025618743054e-01,-6.066345662226100277e-01,-1.704915080728965693e+00,-8.528881258303575574e-01,-8.161364900510905684e-01,-1.225307673514961948e+00,-3.290442952423849321e-01,-1.147251991174651709e+00,-1.637427472912151849e-01,2.404112136686560597e-01,-8.261699543891778408e-01,4.254086294185847605e-01,-1.361357871247703688e+00,-1.112177398396290595e+00,-1.132172976247690782e-01,6.870410918886384888e-01,8.673995414892665679e-01,1.612390622157559683e+00,-3.765888748175102441e-01,-1.275013186783044983e-01,-1.032675529017986982e+00,-1.253766331991023053e+00,2.285720863275248482e-01,-7.758714994462427850e-01,1.232379200017290177e+00,-1.462385731867390737e+00,4.863532058246963774e-01,-1.005739238817029202e+00,-8.204484667720836066e-01,5.391120652520308143e-01,-6.758804361079084888e-01,-5.157840675199001357e-01,-8.121583635515686739e-01,1.785029791613441663e+00,-6.174863110800096200e-01,5.155221743276316299e-02,-2.019136002810742736e-01,2.214170617242610939e-01,-6.147369469659351715e-01,-2.008172345416501525e-01,3.939520089939352321e-01,-8.630071380029917805e-01,1.089321356628154103e+00,1.185480519041632430e+00,6.064926261587394452e-01,6.987638359648339070e-02,-2.990601448204535995e+00,4.242911326544627215e-01,-3.913304052288644197e-01,-2.462744114175396959e-01,-1.897377330522816541e+00,4.935884858741925174e-01,-1.448581046826954433e+00,1.184245459913943338e-01,9.046574819098410769e-01,-4.693281813175521622e-01,1.216051725228440406e+00,-7.469903782071802834e-01,0.000000000000000000e+00
6.004330767310016581e-01,-1.304785751458527487e+00,1.031130434680523456e+00,8.759903825792898502e-01,4.683579229637296892e-01,-3.932841366138112305e-01,-1.402000623428111936e+00,-3.906403152194575235e-01,1.110307175748122654e+00,1.299618715691154280e-01,-1.553036929512449760e+00,-1.124727639419941250e+00,1.253151400852279718e+00,4.879127521278857071e-01,-1.234000120739927819e+00,-1.765831496174593562e+00,-6.250421346000665235e-01,-1.851358707989919417e+00,-1.558344900070005867e-01,2.451625371836303913e+00,-1.596956075699171862e+00,-1.860256632062151361e-01,1.311926575331251010e+00,7.490878583000952773e-01,-1.487407147991378908e-01,-1.463486701681968871e-01,-1.155909782424579202e+00,-2.676557700055534617e-01,2.434407142401300017e-01,1.105113543274090171e+00,-6.201756235147559693e-01,-1.898351280634625327e-01,-9.492134807566824373e-01,2.253251795405051827e-01,7.837794503089633436e-01,6.296480134298948483e-01,-1.170187075442355340e+00,1.468632094564148172e-01,-6.773125282501882838e-01,1.011050015652833478e+00,-1.613127227735379754e-01,-1.519513338241083922e+00,-2.198027056077332397e-01,4.584725691988812968e-01,2.440060631427993787e-01,-5.117960136519800196e-01,-5.852733898711461880e-01,-9.875043982163164147e-01,-3.947496203353062505e-01,-8.556789665258026645e-01,9.700859861773150072e-01,-9.011373907316164722e-01,1.222844623622010990e-01,5.430390332633273920e-02,9.456674478849113052e-01,1.089368288958370901e+00,6.959699432813283293e-01,3.529283432901298978e-01,-1.048646146094057929e+00,-1.068870087738257535e+00,-8.456908197649489756e-01,7.519209996279152541e-01,7.332992825063586184e-02,8.686572407355624970e-01,1.002802734320082934e+00,-7.259519002992479431e-01,3.207432755718715722e-02,-1.299367868359019469e-02,-3.277876896242151727e-01,-5.348428545247114752e-01,1.184755503411056843e+00,5.197172671550086276e-02,1.314478855976790664e-02,-8.027776748685957475e-01,6.752124304135045385e-01,-1.005107500838015033e+00,4.549055288446822720e-01,4.822293600551623705e-01,-4.125150493235686944e-01,3.176520811831797797e-01,1.856695590444870925e-01,-3.936062481014964559e-02,1.294398014523249693e-02,6.178182319352128887e-02,1.299116726720488946e-01,6.024203134370691159e-02,-1.103864190212141771e+00,-1.522109510056047776e-01,2.649486011968720800e-01,9.728872853929154685e-02,9.537502593951384666e-01,6.200865894994543881e-01,-8.704095350531358966e-01,-1.666271080543948457e-01,-3.113366534471879166e-01,-4.348486627184030770e-03,-2.981399838699798875e-03,6.115216692398487419e-01,1.773283631411437522e-01,1.230545005208550480e+00,1.000000000000000000e+00
2.410031376623600619e-01,-8.305905203372763168e-01,-4.672806201682196403e-01,6.037890707317584704e-01,-1.614168264505685402e+00,-1.345880414760045163e+00,1.069720712523043217e-02,9.509221185211654825e-01,1.307035431954877591e+00,-2.171057470217714613e-01,1.060828686985884062e+00,7.226790976889786722e-02,-1.531414982243230583e+00,-8.076536478369603089e-03,-6.189081246215510923e-01,9.182308804777409295e-01,-2.567526035448676122e-02,-1.277913106556470613e+00,-1.499714810908559182e+00,-2.097995741445105033e-02,-2.420217471459705560e+00,-5.181652898279007768e-01,2.310303257428417689e-01,-1.057016504055358075e+00,9.939871569053296829e-01,1.191006549750692090e+00,-1.016700952751951714e+00,-2.980441741964866553e-01,9.946931513214714027e-01,-1.307534255089068311e-03,-1.394478578099019872e+00,-1.433210685643531157e-01,-8.529283222958392585e-01,1.108197896425885398e+00,6.059320943245886104e-01,-3.137569452656279734e-01,1.421480125300405295e-01,-1.308121576972486322e+00,-7.537774585576115793e-01,1.553279187692492957e+00,5.351465257966728228e-02,9.300858047913653781e-01,2.320130884080282840e-01,1.314281843029524222e+00,-1.998837532599219813e+00,-1.882175840190064564e-01,1.644781646216389115e+00,9.561734355606441582e-01,1.325372258790191271e+00,-6.764593656490827146e-03,-5.371064154133834423e-01,-1.027164459687928355e+00,-1.096928091661510285e+00,8.070605622085190722e-01,5.132110504208520219e-01,-6.657344933036003776e-02,5.081906548516806899e-01,1.424517590520608390e-01,9.622177013994833716e-01,9.526867549081698971e-01,-1.065874100484842435e+00,2.736459874697900752e-01,-1.668866750194082149e+00,1.330207380905962244e-01,6.043042797015852896e-01,-1.313719344793160770e+00,-4.164627354608321785e-01,9.526377219802218896e-03,2.339149163733893755e-01,-2.786037032248346867e-01,-1.172288152404671990e+00,-5.400720191925827834e-02,-1.652243566940978070e+00,-2.326414366821449031e-01,-4.413736136969296786e-01,-1.342656734394207518e-01,-5.593219774756829077e-01,-1.507680838156200354e+00,-3.663433205895121336e-01,9.308201250373188129e-01,1.261460803988804669e+00,2.439334278719266447e+00,1.691650408397664007e+00,-1.196937926668104168e+00,-4.084376012726595451e-01,-2.278563483777697532e-02,-8.555983423369972751e-02,6.953332989622589000e-02,2.407591421547558674e+00,-1.082051545792397373e+00,-7.135311362142987557e-01,1.643825930089092724e+00,-6.159813430848521953e-01,3.935806503357157649e-01,1.034657369868208443e+00,4.864990167320295544e-01,1.917656331024922556e-01,9.386107696939841594e-01,-8.930685565049704122e-01,-4.963631294960013096e-01,0.000000000000000000e+00
